X,Y,Z
433.029,98.041,49.171
322.571,90.650,50.418
320.229,91.217,50.330
337.626,90.575,50.261
308.134,95.545,50.191
307.864,98.612,50.190
308.035,101.643,50.098
306.028,103.963,50.067
321.039,92.372,50.289
322.748,93.630,50.246
321.993,94.513,50.217
314.462,93.183,50.196
309.254,94.307,50.203
318.700,98.930,50.109
317.442,100.424,50.071
319.144,101.101,50.039
309.904,98.405,50.179
319.827,102.990,50.040
319.828,104.090,50.067
321.923,101.606,50.044
310.642,105.612,50.062
308.724,104.813,50.094
326.749,105.368,50.512
329.047,104.435,50.393
341.011,103.234,50.441
325.227,102.736,49.982
341.089,101.915,50.055
329.450,100.155,49.943
342.000,99.344,49.734
327.264,99.089,49.977
325.669,98.715,50.026
338.156,98.351,49.821
328.428,103.590,50.160
340.589,94.682,49.952
337.533,93.862,50.163
338.369,93.313,50.186
328.391,92.877,50.254
325.490,93.025,50.328
330.366,91.859,50.312
340.878,105.559,51.741
344.300,103.261,50.747
347.011,101.928,50.302
344.652,99.913,49.698
343.410,95.507,49.788
345.085,92.473,49.971
348.063,91.131,49.892
345.644,93.477,49.810
379.714,100.295,50.531
373.170,100.919,50.672
368.028,101.216,50.744
380.210,102.179,51.805
378.972,102.745,51.908
369.148,103.105,51.764
358.498,103.734,52.147
360.050,103.014,51.795
352.813,101.529,50.543
350.099,101.726,50.388
356.986,100.032,50.086
354.621,104.095,52.215
349.608,93.696,49.722
363.971,104.177,52.433
368.933,104.874,52.939
365.455,105.503,53.264
356.104,105.331,53.208
350.422,105.407,52.595
348.659,105.708,52.674
413.975,101.278,51.069
410.580,100.249,50.574
406.973,100.763,51.016
415.765,99.202,49.983
389.155,99.539,50.215
391.572,99.937,50.064
391.855,101.045,50.753
398.695,101.270,51.156
394.320,101.102,50.860
395.394,102.921,52.111
389.808,103.304,52.123
415.882,102.178,51.748
425.390,102.645,51.717
424.498,101.572,51.075
424.261,103.381,52.239
425.492,103.493,52.260
431.571,101.920,51.297
414.745,104.179,52.997
385.391,104.037,53.190
392.784,104.205,52.811
405.256,103.972,53.219
396.354,103.289,52.453
383.859,105.224,53.620
389.770,105.450,53.546
396.785,105.351,53.777
430.430,104.414,52.973
424.716,105.494,53.689
421.963,105.704,53.951
335.111,111.269,54.981
327.294,111.457,54.100
330.450,109.308,53.195
327.885,108.920,52.664
348.589,107.927,53.998
331.136,107.447,52.131
334.816,106.856,52.066
328.557,106.877,51.595
377.728,106.721,54.337
365.864,106.580,53.845
377.125,107.393,54.822
349.570,107.105,53.727
358.950,107.168,54.418
358.303,106.517,53.993
353.335,106.262,53.519
312.153,108.290,50.261
318.654,108.612,51.067
320.873,108.953,51.735
305.718,110.373,51.033
309.116,110.938,51.809
305.555,111.455,51.696
312.594,112.637,52.521
316.943,111.859,52.529
314.465,108.226,50.316
305.550,114.184,53.139
325.035,110.558,53.221
323.440,111.044,53.142
309.592,114.793,53.785
310.706,115.255,54.215
312.397,116.214,54.922
355.450,106.133,53.658
358.323,107.730,55.013
413.048,106.829,54.910
385.053,106.536,54.432
391.082,106.727,54.640
407.373,106.531,54.969
429.366,107.448,54.985
296.026,120.178,55.872
294.319,119.598,55.281
292.429,120.826,56.171
280.472,121.639,56.246
276.659,119.991,55.202
281.939,120.512,55.426
287.620,121.488,56.542
291.789,121.918,56.940
289.097,123.174,57.604
270.126,122.952,57.498
270.491,122.100,56.868
276.695,122.518,56.850
302.280,124.175,59.581
286.927,123.745,57.924
287.676,124.629,58.717
292.690,123.741,58.262
287.917,126.894,59.973
274.943,127.579,60.232
284.550,126.894,59.931
283.503,125.478,58.822
274.289,124.487,58.289
286.769,126.748,59.936
302.348,125.022,60.239
290.725,127.186,60.394
295.308,127.345,60.702
298.438,128.465,61.961
291.312,128.328,61.141
292.349,129.405,62.098
296.530,127.677,61.118
269.410,131.045,62.557
273.872,130.613,62.258
284.149,129.965,61.983
269.942,128.812,61.147
284.164,129.121,61.326
274.552,128.699,61.055
285.028,127.896,60.628
301.130,131.182,64.083
299.589,131.781,64.105
270.113,132.813,63.885
269.555,131.910,63.219
286.007,132.075,63.608
297.926,134.008,65.438
291.909,134.389,65.514
268.339,134.173,64.617
278.329,134.105,64.627
272.137,134.379,64.723
283.715,133.808,64.675
299.162,130.978,63.536
268.845,135.007,65.246
274.022,135.834,65.725
329.986,116.068,57.651
329.565,115.181,57.049
339.668,113.015,56.576
331.421,112.820,55.674
305.135,117.523,55.404
325.675,113.788,55.366
320.273,116.454,56.135
313.075,117.555,55.878
305.039,119.675,56.966
326.867,115.627,56.827
311.436,119.032,56.828
324.490,117.641,57.647
315.225,119.692,57.585
344.512,110.699,55.369
377.605,108.253,55.475
369.892,108.719,55.577
377.574,109.951,56.632
361.386,110.372,56.654
360.324,109.766,56.268
349.868,109.326,55.250
374.914,110.845,57.252
375.943,111.341,57.598
366.520,111.450,57.477
345.717,113.236,57.250
347.913,112.135,56.907
335.467,118.080,59.753
339.626,117.132,59.331
330.505,116.674,58.309
307.096,120.567,57.733
323.290,118.411,58.040
316.331,120.051,57.942
326.605,119.837,59.596
324.818,120.542,59.704
310.560,121.860,58.778
327.019,120.594,60.192
326.674,117.819,58.275
345.655,117.267,60.005
347.339,114.978,58.633
379.006,112.276,58.452
380.841,113.266,59.154
370.970,113.313,58.933
349.209,116.197,59.795
353.148,115.402,59.733
365.652,115.351,60.201
350.082,113.864,58.347
354.484,113.445,58.480
364.835,113.674,59.052
358.624,112.645,58.212
414.953,108.363,55.956
416.069,108.960,56.314
387.253,108.321,55.633
393.745,108.457,55.883
397.887,108.423,56.089
406.255,109.084,56.620
388.786,107.756,55.269
419.808,109.812,56.820
393.792,110.057,57.004
405.503,109.698,57.106
389.402,111.126,57.645
402.140,110.558,57.685
422.480,109.294,56.421
423.283,107.515,55.174
423.531,110.980,57.549
433.109,109.579,56.594
419.085,113.913,59.738
416.724,111.463,58.019
385.751,111.872,58.150
388.620,112.031,58.247
406.118,111.525,58.295
395.037,112.951,59.180
385.804,113.728,59.440
382.358,114.567,60.123
409.342,113.429,59.573
403.471,114.176,60.264
394.543,114.267,60.090
381.680,113.854,59.569
422.710,113.647,59.454
428.332,114.868,60.297
431.273,115.025,60.369
340.479,122.095,62.970
341.443,121.138,62.329
334.643,120.701,61.441
341.800,118.736,60.649
329.873,120.819,60.797
321.858,123.258,60.882
321.079,123.822,61.213
324.030,124.184,62.023
321.580,124.660,61.863
325.670,125.165,62.907
318.400,126.280,62.363
315.352,127.606,63.046
345.381,121.278,62.939
347.402,119.843,62.120
348.385,118.133,61.063
380.076,116.386,61.425
377.255,117.437,61.977
378.607,118.786,62.940
364.589,118.955,62.664
352.035,117.900,61.392
359.526,117.613,61.846
354.748,116.825,60.939
359.612,116.484,60.986
350.447,119.541,62.353
373.440,118.305,62.436
338.825,125.853,65.376
334.714,125.035,64.536
304.061,130.025,63.691
326.111,125.927,63.553
309.339,129.503,63.909
329.859,124.718,63.454
306.528,132.097,65.316
314.039,129.349,64.250
315.872,129.773,64.601
322.170,130.129,65.591
332.911,127.200,65.743
333.512,125.095,64.309
344.370,122.159,63.339
381.061,119.844,63.762
356.438,120.320,63.496
349.439,121.105,63.317
344.851,123.600,64.443
379.854,120.408,64.131
374.119,122.000,65.000
354.069,123.656,65.462
362.005,123.326,65.715
377.622,122.993,65.749
365.871,121.348,64.434
350.531,123.506,65.192
417.109,118.264,62.843
418.469,116.133,61.405
394.880,115.107,60.765
399.468,115.311,60.996
382.039,116.981,61.695
413.071,115.872,61.261
410.721,116.327,61.678
405.331,117.019,62.228
389.291,118.399,62.762
413.172,117.223,62.290
413.958,117.954,62.763
420.679,118.525,62.995
424.873,117.069,61.874
427.267,115.844,61.065
420.587,116.654,61.789
422.607,118.538,62.968
419.308,119.079,63.457
401.335,119.299,63.785
397.670,119.573,63.997
389.232,120.814,64.533
383.990,122.226,65.468
419.445,122.109,65.569
399.756,119.917,64.238
409.270,120.558,64.641
391.624,121.797,65.242
409.073,121.647,65.372
413.699,122.040,65.692
392.471,122.352,65.718
430.294,119.806,63.731
421.742,121.671,65.270
422.489,121.150,64.825
430.726,121.248,64.773
370.236,98.085,49.325
454.174,90.738,48.595
433.947,97.518,49.108
435.948,96.250,48.620
436.388,92.988,48.466
438.794,93.703,48.552
448.812,93.821,48.650
448.929,95.705,48.633
450.596,98.027,49.204
442.320,95.460,48.623
443.694,93.348,48.459
443.593,98.122,49.285
453.772,92.827,48.585
457.466,96.613,48.964
454.532,98.440,49.585
440.464,92.020,48.496
454.783,99.445,49.959
453.261,100.586,50.715
455.293,100.285,50.501
447.343,101.041,50.961
440.599,102.036,51.684
443.032,101.356,51.219
442.760,100.198,50.520
434.752,101.530,51.040
440.483,98.892,50.108
451.817,103.472,52.624
435.284,104.306,52.863
455.906,105.713,54.301
448.222,105.219,53.771
445.036,105.301,53.815
447.325,105.699,54.105
451.384,106.897,54.942
445.699,106.742,54.882
435.415,107.250,55.020
460.314,94.936,48.759
459.113,106.381,54.986
452.252,107.598,55.537
450.370,108.239,55.995
437.388,109.464,56.547
446.774,109.105,56.556
443.801,108.353,56.009
434.650,110.182,57.047
440.431,109.773,56.807
457.547,111.239,58.415
452.710,111.769,58.592
453.194,113.172,59.739
441.076,114.950,60.326
451.047,114.115,60.202
435.236,111.919,58.256
433.807,114.719,60.243
439.540,112.185,58.461
435.821,112.612,58.724
457.555,115.377,61.409
435.546,118.457,62.793
443.575,118.130,62.687
438.804,116.817,61.674
452.634,116.982,62.302
438.058,115.723,60.909
450.530,116.961,62.183
457.213,118.184,63.285
436.676,119.899,63.788
448.784,119.544,64.013
458.014,120.484,64.769
439.780,122.477,65.621
436.785,121.550,64.935
451.328,120.811,64.951
440.445,121.006,64.762
444.247,120.864,64.588
459.806,112.615,59.650
459.059,121.059,65.138
267.463,104.187,50.310
374.397,93.614,49.115
322.630,99.182,50.066
381.103,102.707,52.007
406.802,105.220,54.029
302.986,121.142,57.619
356.103,111.569,57.535
402.737,113.173,59.543
345.511,125.326,65.599
445.995,96.684,48.762
457.406,117.307,62.712
276.408,103.708,50.293
272.201,94.703,50.501
290.115,95.489,50.367
296.319,93.671,50.302
281.383,109.076,50.228
277.518,111.738,50.265
289.856,117.906,54.372
273.687,118.155,54.132
365.170,90.363,49.536
351.702,95.124,49.545
385.426,92.977,48.861
398.289,96.436,48.809
408.349,97.508,49.264
426.767,92.659,48.628
311.897,90.657,50.229
311.600,92.058,50.190
320.822,104.430,50.089
328.967,96.370,50.086
333.206,93.398,50.276
329.460,105.770,51.286
380.208,99.509,50.113
377.891,100.959,51.249
409.428,103.001,52.267
402.883,99.877,50.501
408.344,103.693,52.799
336.013,109.423,53.753
330.779,108.452,52.672
321.708,106.469,50.449
307.537,111.881,51.894
313.365,113.665,53.156
421.332,106.440,54.439
299.984,118.772,55.632
268.727,126.510,59.513
294.978,130.736,63.030
280.648,130.864,62.587
299.843,132.788,64.769
337.371,112.350,55.876
325.471,117.164,57.533
371.857,109.377,56.140
307.296,122.314,58.814
316.548,123.120,60.054
380.029,114.850,60.207
353.193,113.339,58.417
400.913,110.462,57.667
417.530,112.608,58.860
428.084,112.668,58.647
306.414,125.212,60.800
309.909,127.109,62.294
377.361,118.425,62.614
365.006,116.391,60.868
316.394,131.358,65.741
361.556,121.615,64.608
409.594,115.328,60.989
411.469,118.271,62.983
406.146,118.588,63.263
410.847,119.841,64.150
427.641,122.440,65.732
400.183,99.990,50.439
453.357,98.026,49.252
438.074,103.047,52.162
436.429,104.288,52.928
444.786,106.329,54.518
449.287,108.108,55.935
446.574,114.448,60.287
451.703,121.652,65.453
460.013,109.890,57.566
459.463,113.967,60.605
291.473,103.247,50.214
412.904,95.406,48.637
346.182,101.034,50.073
326.361,108.866,52.306
294.717,126.310,59.981
317.243,120.294,58.425
313.418,124.983,61.109
431.276,117.844,62.324
434.126,116.733,61.545
332.021,116.866,58.623
283.514,94.413,50.394
278.651,98.613,50.424
274.215,105.542,50.267
293.205,95.002,50.332
297.007,110.715,50.362
286.358,113.541,51.251
272.082,107.928,50.355
286.190,116.780,53.250
275.717,119.529,54.966
380.905,95.304,48.890
350.239,96.722,49.573
395.604,90.310,48.775
395.779,93.329,48.700
408.855,98.396,49.631
432.456,92.816,48.525
304.850,104.334,50.080
312.576,94.659,50.173
314.901,105.563,50.124
334.614,99.484,49.886
330.419,93.751,50.273
370.001,102.369,51.417
351.585,100.381,49.991
363.386,104.864,53.081
395.982,99.633,49.929
386.514,101.651,51.200
397.374,103.590,52.703
428.932,104.452,52.882
351.105,106.845,53.643
319.958,110.135,52.012
326.342,112.063,54.374
424.955,107.244,54.912
290.044,119.920,55.656
296.644,122.596,57.630
278.366,125.092,58.811
293.834,130.639,62.873
269.057,129.539,61.429
292.699,132.190,64.113
281.250,133.722,64.572
341.701,112.419,56.172
322.836,117.619,57.429
352.518,110.866,56.619
364.858,109.674,56.183
345.364,114.397,58.141
357.665,113.842,59.015
403.415,107.934,55.906
402.605,109.348,56.921
414.209,111.333,57.970
396.937,114.437,60.343
336.960,121.882,62.493
376.756,115.791,60.846
353.430,120.121,63.045
314.351,128.474,63.569
309.200,132.388,65.697
375.843,121.560,64.905
417.892,117.116,62.001
408.181,117.060,62.212
393.138,120.099,64.168
429.601,122.380,65.529
433.876,98.930,49.587
453.982,94.141,48.679
448.904,102.561,51.996
457.432,102.955,52.421
459.834,92.901,48.671
438.096,110.923,57.604
436.952,112.287,58.623
436.108,119.228,63.290
294.948,115.880,52.930
423.587,94.846,48.638
365.215,103.623,51.982
317.155,107.334,50.273
273.170,129.976,61.760
304.896,127.097,61.826
394.895,118.324,63.017
396.045,109.423,56.700
447.651,102.641,52.058
271.469,91.096,50.429
285.083,90.517,50.364
300.180,91.068,50.304
280.829,96.678,50.389
282.486,101.344,50.391
280.583,99.940,50.425
272.113,102.989,50.394
270.181,101.257,50.428
267.555,100.328,50.440
270.469,99.331,50.481
275.756,98.425,50.474
271.500,95.514,50.531
275.821,94.606,50.508
270.506,94.400,50.509
268.790,92.370,50.443
269.781,98.565,50.482
267.920,103.017,50.354
286.829,91.784,50.370
285.650,95.512,50.397
287.743,98.971,50.313
287.722,102.278,50.286
292.374,91.750,50.274
298.991,93.040,50.283
294.621,94.179,50.323
298.986,95.758,50.272
289.547,96.867,50.340
301.735,97.843,50.221
291.597,98.850,50.315
292.554,99.705,50.296
295.806,100.795,50.255
289.467,101.816,50.315
299.698,104.033,50.096
293.564,99.534,50.278
301.792,102.595,50.148
300.619,105.645,50.119
302.484,91.698,50.273
288.657,106.778,50.227
289.892,107.650,50.205
281.890,107.279,50.254
296.955,109.065,50.188
295.200,108.182,50.165
298.334,110.161,50.261
300.774,111.453,50.953
284.354,111.361,50.235
283.458,111.818,50.272
281.132,111.671,50.309
287.419,113.266,51.346
283.756,113.391,51.030
285.315,114.637,51.936
294.845,113.042,51.343
274.204,115.180,52.140
276.281,114.211,51.338
269.515,112.495,50.714
280.260,112.164,50.315
278.716,110.980,50.212
271.698,110.401,50.181
269.858,107.021,50.324
274.662,106.652,50.239
287.244,106.685,50.223
295.844,115.119,52.531
299.649,115.254,53.112
293.352,116.132,53.117
303.167,116.790,54.616
293.081,117.998,54.242
295.256,118.557,54.715
285.180,118.811,54.621
278.293,119.571,54.751
275.143,118.566,54.370
280.777,118.041,53.795
269.937,116.736,53.249
271.159,116.156,52.787
371.919,90.565,49.286
381.030,91.798,49.046
377.574,93.300,49.066
364.722,93.653,49.238
365.321,94.548,49.212
366.604,95.500,49.296
365.340,96.742,49.253
367.793,96.890,49.258
366.958,91.676,49.384
362.353,93.879,49.328
372.647,98.490,49.546
379.887,98.625,49.599
352.648,98.464,49.535
360.622,95.786,49.364
358.186,95.637,49.375
355.877,92.239,49.521
357.136,90.918,49.579
359.439,97.209,49.393
344.974,96.106,49.643
366.092,92.293,49.364
396.750,91.012,48.676
405.861,90.824,48.606
385.961,91.848,48.922
389.549,92.103,48.833
387.127,95.346,48.906
389.152,96.860,49.009
385.417,97.750,49.222
393.809,94.584,48.820
393.528,96.000,48.769
396.586,97.402,49.026
398.300,93.921,48.688
389.586,98.732,49.588
394.145,97.374,48.962
412.404,96.556,48.881
406.363,95.365,48.750
413.741,93.422,48.592
414.568,92.547,48.485
412.137,91.614,48.493
402.786,92.743,48.670
402.666,97.441,49.147
407.579,98.284,49.596
432.474,91.226,48.589
427.094,96.783,48.840
427.986,95.139,48.684
427.938,94.067,48.623
424.289,92.383,48.647
430.446,96.340,48.828
429.049,98.214,49.543
309.157,91.115,50.221
332.243,91.103,50.318
341.632,90.891,50.157
304.353,91.970,50.263
305.999,94.868,50.212
305.948,98.190,50.186
304.443,97.292,50.222
318.298,91.799,50.247
318.296,92.889,50.239
313.588,94.634,50.179
310.829,96.214,50.174
309.810,97.381,50.181
312.056,98.055,50.180
315.252,99.216,50.094
313.456,97.947,50.173
314.417,101.739,49.991
314.660,103.101,50.053
318.836,103.620,50.073
320.725,101.289,50.033
313.532,104.482,50.074
304.147,105.191,50.114
322.856,105.731,50.224
336.431,104.214,50.738
333.688,103.435,50.187
330.715,102.831,50.042
329.518,101.846,50.034
327.408,101.583,49.992
336.291,100.243,49.851
325.959,99.699,49.975
330.245,98.151,50.002
334.939,97.003,50.042
330.132,96.802,50.075
339.381,99.975,49.768
337.850,94.963,50.055
332.843,94.389,50.230
327.047,93.368,50.215
341.599,91.905,50.140
329.392,93.685,50.241
342.266,97.332,49.733
338.710,105.558,51.603
347.727,105.592,52.256
348.216,103.342,51.426
345.138,98.818,49.714
348.400,94.455,49.722
345.559,91.368,50.010
372.000,99.302,49.973
372.178,100.359,50.364
378.879,101.144,51.000
369.276,101.569,51.083
373.564,98.939,49.798
378.762,99.546,50.078
362.929,101.471,50.943
359.502,103.834,52.221
358.788,102.693,51.569
360.399,101.609,50.887
349.827,100.024,49.820
351.568,92.624,49.703
343.298,92.976,49.996
368.611,103.862,52.292
371.494,103.972,52.610
380.617,104.833,53.313
370.114,105.476,53.360
352.349,105.724,53.244
351.449,105.470,52.748
411.832,102.506,52.024
408.521,101.985,51.617
416.329,100.296,50.675
414.702,99.500,50.083
410.783,102.641,52.207
383.909,99.361,50.115
396.962,100.382,50.491
390.251,101.398,50.991
402.889,101.212,51.272
391.513,102.414,51.609
409.395,99.194,50.105
401.305,101.966,51.698
393.670,102.407,51.617
422.482,102.443,51.721
425.896,101.260,50.846
422.638,100.144,50.468
420.739,101.895,51.351
430.470,103.282,52.296
412.859,104.421,53.194
419.837,104.050,52.838
388.132,104.479,52.974
396.820,104.482,53.200
417.675,105.718,54.068
416.748,105.365,53.795
392.578,105.285,53.456
403.025,105.522,54.231
393.478,105.770,53.859
429.956,105.324,53.569
432.452,105.032,53.357
328.447,111.703,54.432
345.313,109.835,54.859
347.132,109.360,54.897
338.810,108.755,53.476
334.586,108.045,52.817
340.689,107.008,52.516
325.609,108.196,51.848
325.290,107.290,51.317
345.393,108.751,54.141
372.861,106.630,54.145
366.563,107.396,54.710
354.924,108.095,54.852
362.773,106.529,53.993
357.297,106.674,54.069
318.147,106.701,50.281
319.333,106.083,50.278
320.212,107.998,51.081
309.377,109.576,50.679
315.126,109.773,51.273
311.252,111.125,51.516
306.952,106.218,50.086
306.977,107.330,50.098
316.437,111.092,52.024
324.625,108.059,51.624
303.952,115.098,53.583
306.825,115.149,53.996
322.727,113.211,54.394
320.245,114.278,54.694
313.276,115.654,54.610
318.034,115.188,54.969
346.154,109.313,54.663
359.354,107.924,54.990
425.994,106.627,54.445
389.752,106.540,54.348
403.491,106.310,54.805
387.951,107.240,54.818
393.476,107.340,54.983
297.432,119.368,55.454
288.102,120.539,56.020
277.081,121.769,56.291
284.543,121.578,56.384
273.533,119.903,55.484
301.569,117.786,55.245
300.457,121.233,57.512
294.504,122.569,57.405
279.155,123.844,57.549
279.678,123.016,57.143
278.684,122.789,57.051
295.477,122.753,57.547
267.441,124.805,58.603
299.979,123.410,58.801
293.641,124.146,58.558
290.075,124.625,58.741
289.208,125.469,59.227
270.513,127.426,60.161
270.048,126.576,59.711
280.126,126.417,59.422
274.377,125.309,58.951
273.206,124.704,58.361
285.411,124.707,58.458
301.293,123.583,59.087
302.908,126.865,61.485
292.400,127.674,60.894
299.809,128.769,62.249
303.370,125.510,60.684
302.223,129.335,63.012
277.612,131.322,62.908
276.686,130.448,62.300
280.893,130.078,62.015
287.083,131.008,62.897
274.534,129.925,61.949
277.682,130.479,62.161
292.717,130.996,63.208
275.187,132.599,63.805
272.164,132.406,63.560
289.909,132.442,63.990
297.154,132.923,64.727
292.533,133.364,64.841
290.839,132.895,64.300
277.389,134.369,64.885
279.276,133.620,64.338
303.453,130.784,64.250
270.978,135.641,65.596
273.035,135.174,65.469
333.564,115.278,57.628
338.063,114.264,57.327
337.502,113.361,56.679
342.263,114.433,57.650
305.261,118.287,56.110
326.116,114.582,55.981
313.769,116.371,55.263
319.426,117.062,56.324
310.755,118.209,56.263
328.068,115.225,56.828
319.871,118.671,57.516
326.516,116.987,57.635
344.719,113.825,57.598
348.412,111.316,56.314
379.925,107.719,55.331
377.457,109.082,56.025
370.536,109.506,56.292
362.470,110.148,56.542
363.882,109.370,55.950
351.083,110.275,56.014
380.888,110.921,57.582
369.511,111.607,57.642
352.145,112.531,57.642
353.408,111.620,57.152
340.415,118.229,60.138
336.191,117.376,59.254
338.002,116.304,58.568
337.774,115.405,58.019
305.481,122.706,59.020
303.810,121.678,58.208
326.827,118.664,58.914
321.094,120.538,58.854
316.543,121.461,58.953
317.445,122.213,59.554
315.156,123.263,59.955
309.031,120.954,58.080
325.258,121.334,60.339
345.279,116.165,59.245
372.038,112.442,58.304
372.003,113.436,58.936
377.244,114.799,60.124
374.271,115.121,60.292
355.141,116.019,60.352
363.280,115.566,60.345
358.332,114.468,59.494
363.426,113.565,58.924
366.326,112.566,58.234
361.242,112.457,58.149
414.804,109.346,56.652
412.404,108.308,55.961
385.163,108.106,55.512
401.300,107.832,55.855
391.907,109.372,56.418
383.264,109.267,56.400
403.536,109.062,56.605
415.097,110.503,57.422
382.713,110.340,57.221
392.808,110.379,57.351
390.709,111.047,57.615
416.955,107.608,55.372
426.112,108.617,55.846
424.844,108.976,56.048
425.818,110.978,57.483
431.351,110.691,57.329
416.529,114.590,60.214
416.525,112.407,58.689
403.507,110.941,57.959
397.751,111.930,58.555
389.527,112.741,58.798
405.419,112.145,58.788
387.576,113.691,59.476
400.043,113.372,59.651
408.154,113.285,59.476
408.239,111.927,58.589
387.778,114.720,60.236
426.604,114.967,60.272
420.864,113.784,59.665
421.228,112.544,58.713
423.215,112.554,58.725
432.443,112.135,58.308
340.224,120.314,61.672
334.943,119.707,60.888
307.491,126.952,62.068
305.629,128.797,63.021
323.434,122.856,60.958
318.413,123.797,60.773
330.139,123.676,62.882
313.011,125.822,61.684
319.493,123.740,60.833
324.239,125.212,62.683
311.877,127.809,62.950
314.577,126.578,62.304
342.976,120.532,62.056
345.417,118.130,60.664
379.145,117.174,61.842
375.924,118.562,62.727
350.145,120.424,62.873
362.585,119.399,63.021
357.699,118.364,62.167
355.012,118.967,62.371
364.467,117.580,61.783
370.510,117.952,62.048
351.776,117.066,60.735
338.021,123.865,63.941
340.476,126.240,65.633
335.205,125.918,65.179
306.281,129.993,64.034
330.268,125.560,64.077
323.406,127.440,63.992
308.163,130.341,64.461
331.129,126.309,64.800
324.066,128.030,64.474
321.727,129.352,65.046
311.414,130.572,64.817
310.536,131.709,65.607
315.058,129.070,64.042
346.453,122.393,63.777
377.353,120.243,64.002
360.649,120.769,63.898
370.949,120.671,64.013
343.780,125.088,65.158
348.939,123.714,64.896
380.701,122.319,65.421
359.269,123.510,65.661
365.670,122.931,65.493
372.513,122.717,65.527
368.884,121.999,64.944
368.397,121.261,64.447
349.942,121.843,63.837
417.547,115.716,61.130
404.314,114.946,60.682
386.047,116.426,61.346
403.881,115.799,61.339
386.989,117.179,61.932
395.610,117.233,62.274
391.691,117.777,62.461
395.912,118.277,62.945
408.847,118.117,62.892
390.544,118.384,62.830
414.877,118.303,63.000
429.266,117.803,62.229
428.181,117.762,62.306
425.404,117.829,62.422
417.822,119.390,63.649
404.065,118.808,63.491
388.737,120.037,64.021
414.170,119.045,63.491
382.575,120.175,64.024
386.657,121.701,65.144
386.944,122.551,65.745
407.430,120.069,64.429
402.120,121.110,65.154
408.217,120.849,64.852
415.518,121.139,65.024
390.468,122.496,65.713
406.848,122.053,65.746
428.079,119.842,63.748
420.488,121.621,65.259
420.414,120.805,64.623
432.330,120.605,64.332
356.781,118.040,61.895
450.090,90.489,48.591
440.762,90.971,48.521
437.633,97.458,49.085
437.395,95.233,48.608
438.376,92.521,48.475
449.912,93.376,48.600
450.528,95.566,48.656
444.758,96.050,48.658
442.559,97.702,49.219
440.567,94.008,48.587
441.544,91.692,48.530
456.065,92.366,48.634
452.685,94.436,48.665
458.225,97.495,49.184
447.093,98.751,49.592
451.074,98.816,49.612
451.474,99.998,50.320
446.894,100.035,50.335
454.713,101.928,51.637
440.639,102.938,52.285
445.498,102.376,51.837
433.780,100.072,50.392
441.615,102.627,51.990
437.687,100.825,50.886
455.197,103.433,52.910
447.432,103.488,52.600
440.878,104.481,53.244
451.731,105.400,53.942
435.366,105.118,53.652
441.961,104.628,53.423
450.824,106.187,54.485
437.139,106.375,54.367
448.298,106.231,54.470
459.725,100.972,51.184
457.181,107.005,55.538
452.968,108.425,56.147
434.626,109.330,56.502
445.779,109.029,56.386
440.132,107.875,55.451
456.311,109.682,57.323
447.840,110.533,57.556
433.228,107.939,55.439
455.249,111.784,58.670
454.723,113.351,59.845
436.351,114.539,60.102
435.359,113.623,59.394
445.631,113.544,59.570
450.140,112.339,58.906
444.894,112.662,59.003
449.496,111.676,58.446
458.510,115.761,61.802
456.090,117.299,62.680
440.189,118.570,62.814
438.931,117.699,62.339
451.593,117.236,62.498
447.784,116.437,61.749
453.352,115.920,61.711
433.198,117.663,62.111
455.280,118.186,63.234
443.521,120.087,64.063
438.871,119.555,63.638
436.495,122.389,65.548
439.352,121.653,65.071
439.233,120.792,64.446
447.084,120.367,64.389
454.170,120.183,64.543
459.470,108.656,56.661
459.018,120.173,64.610
278.408,100.499,50.427
275.512,99.571,50.431
300.610,93.217,50.272
292.979,100.806,50.321
295.019,109.384,50.202
297.276,113.683,51.962
268.347,110.258,50.239
277.298,118.119,53.961
377.326,96.344,49.052
357.729,98.422,49.519
391.536,91.176,48.763
388.284,97.487,49.220
419.317,97.895,49.298
401.354,97.269,49.008
303.900,93.070,50.247
317.778,96.246,50.219
318.818,96.223,50.226
339.375,102.437,50.156
328.854,98.484,50.009
339.046,104.361,50.961
348.624,93.292,49.774
374.181,104.107,52.844
418.367,100.482,50.682
386.101,102.461,51.721
430.352,99.942,50.237
414.394,105.409,53.856
342.419,110.422,54.942
326.450,106.513,51.111
309.672,112.906,52.562
311.037,116.361,54.920
385.749,107.305,54.969
279.428,121.052,55.850
280.601,122.709,56.829
298.860,122.867,58.209
281.289,125.886,59.044
287.938,131.655,63.437
320.291,115.637,55.553
347.064,112.719,57.109
371.325,110.237,56.657
316.077,122.341,59.491
372.925,111.880,57.847
349.293,117.014,60.392
386.740,107.550,55.108
431.097,109.284,56.418
385.359,112.957,58.976
421.686,114.614,60.231
323.283,126.000,62.990
358.067,119.495,63.019
334.299,124.309,63.961
328.014,127.163,64.624
350.981,121.882,64.018
368.738,123.139,65.736
384.473,116.434,61.396
388.530,119.075,63.279
393.467,122.223,65.630
450.341,91.583,48.586
456.912,94.486,48.714
448.917,104.540,53.449
460.095,91.564,48.679
451.104,110.073,57.416
438.668,112.673,58.841
444.830,117.631,62.511
447.726,119.589,64.002
459.076,116.518,62.292
285.667,94.403,50.388
292.633,114.490,52.028
350.714,94.616,49.624
