X,Y,Z
445.534,375.504,51.276
442.836,388.312,50.981
441.865,389.746,51.242
441.268,384.658,52.383
441.409,387.646,51.738
445.232,401.611,50.275
444.104,371.333,52.579
440.725,382.824,53.027
443.671,382.066,51.199
442.836,383.428,51.518
441.963,394.286,50.730
442.000,398.948,50.393
444.729,400.459,50.306
443.019,395.458,50.492
446.024,373.101,51.338
445.044,382.714,50.786
445.647,384.331,50.687
445.068,395.905,50.406
440.555,390.978,51.741
442.799,378.781,52.050
444.766,380.173,50.970
445.984,385.950,50.614
442.229,392.000,50.842
443.882,383.054,50.995
440.880,379.446,53.134
444.485,391.622,50.538
441.439,393.199,50.949
445.053,389.373,50.557
441.089,401.215,50.417
442.213,401.344,50.314
442.360,403.169,50.181
445.735,399.662,50.331
440.773,403.377,50.330
445.533,403.426,50.256
445.477,398.596,50.346
441.701,396.058,50.657
442.806,390.704,50.772
442.245,387.114,51.268
442.456,381.288,52.105
443.131,373.767,52.752
441.081,383.644,52.485
442.908,380.265,51.749
442.471,376.414,52.665
445.012,373.991,51.585
443.843,372.437,52.539
447.783,372.442,50.998
446.281,369.918,51.663
446.257,374.197,51.227
447.098,387.944,50.597
447.418,396.161,50.431
446.723,399.361,50.361
446.919,382.744,50.626
447.112,386.867,50.615
447.710,398.943,50.309
446.546,397.441,50.369
447.749,390.528,50.551
446.502,391.009,50.497
447.599,403.414,50.227
447.100,401.820,50.206
446.593,400.956,50.292
446.556,381.600,50.712
447.702,391.632,50.520
447.639,378.956,50.737
447.514,380.666,50.696
447.246,384.369,50.633
447.682,368.966,51.279
437.246,416.931,49.775
432.838,425.319,49.609
436.821,420.468,49.535
437.005,424.051,49.460
436.892,426.274,49.429
434.281,421.885,49.694
435.596,423.461,49.405
434.340,420.640,49.879
434.336,424.206,49.467
432.316,426.434,49.584
437.269,421.983,49.520
435.099,419.416,49.838
435.882,426.188,49.324
433.260,423.420,49.761
436.371,425.087,49.376
432.681,424.245,49.873
437.059,418.109,49.649
440.370,410.241,49.964
439.496,414.352,49.889
438.569,421.232,49.620
438.056,414.835,49.908
438.052,420.028,49.669
438.293,423.053,49.562
439.851,413.263,49.943
440.163,423.157,49.591
440.293,416.215,49.890
439.812,420.131,49.707
439.406,411.449,49.997
428.000,425.464,52.485
426.959,426.876,52.661
428.272,424.250,52.571
428.632,422.898,52.706
435.388,405.160,52.313
435.839,404.155,52.149
436.528,408.008,51.112
436.948,407.050,51.187
436.306,410.098,50.756
432.793,414.577,51.877
435.550,415.923,50.345
433.932,410.266,52.084
429.548,420.909,52.727
431.833,423.426,50.668
431.855,424.772,50.222
431.446,421.277,51.375
436.109,411.935,50.812
432.580,413.412,52.315
434.970,409.068,51.696
434.235,413.971,51.079
433.068,422.210,50.169
431.050,415.527,52.848
431.020,418.011,52.368
437.259,412.252,50.502
430.995,425.753,50.474
434.221,405.074,53.021
433.665,416.279,51.043
433.519,419.843,50.374
432.001,422.337,50.757
432.237,416.635,51.866
430.121,418.154,53.018
430.230,426.516,50.738
431.468,413.137,53.125
436.883,411.259,50.586
430.538,419.554,52.375
437.117,413.732,50.082
431.415,419.125,51.914
430.977,427.269,50.043
430.421,422.668,51.633
430.464,421.422,51.923
436.059,414.413,50.293
433.599,408.848,52.927
433.206,417.558,51.055
433.309,415.359,51.381
431.799,413.990,52.637
436.242,406.216,51.710
438.031,403.498,51.178
438.027,410.594,50.200
438.945,406.933,50.332
440.486,411.891,49.989
438.069,407.157,51.031
440.356,408.498,50.089
438.414,412.237,50.025
438.475,413.234,49.950
438.985,409.323,50.141
440.428,406.661,50.209
439.072,410.456,50.068
443.432,413.692,49.969
443.491,420.582,49.879
443.300,418.282,49.896
441.488,420.192,49.629
442.043,422.738,49.674
441.115,418.122,49.828
445.342,422.592,49.210
440.832,421.038,49.637
444.402,423.013,49.807
445.524,424.912,48.557
444.544,413.272,49.826
441.378,426.577,49.877
444.148,416.324,49.915
443.920,426.597,48.764
443.836,425.386,49.210
442.585,424.965,49.925
442.370,421.114,49.717
443.968,411.672,49.951
441.311,424.265,49.686
442.535,419.767,49.800
446.097,420.977,49.263
442.070,416.534,49.902
444.923,420.518,49.928
445.385,410.182,49.956
444.086,415.242,49.819
444.791,405.136,50.198
444.300,403.611,50.241
444.820,406.189,50.165
442.898,409.858,50.114
441.566,405.338,50.151
445.617,407.309,50.108
443.545,407.215,50.181
443.744,421.546,50.108
442.048,406.457,50.158
443.567,408.694,50.114
446.081,417.456,50.152
441.676,408.636,50.098
443.466,423.302,50.011
444.860,417.091,49.972
443.427,406.123,50.199
446.543,404.758,50.158
446.501,413.021,50.443
446.987,418.049,49.508
446.695,407.337,50.104
447.305,420.778,48.587
447.611,410.693,50.142
447.162,411.619,50.145
446.952,425.036,47.736
446.393,422.077,48.776
446.679,424.129,48.083
447.607,409.099,50.128
447.576,415.303,50.156
446.607,416.181,50.191
436.306,387.836,54.994
433.158,397.217,55.533
434.529,392.566,55.511
433.268,399.037,54.985
435.107,393.731,54.569
436.702,382.401,55.560
434.503,401.116,53.667
435.294,390.793,55.147
433.789,395.792,55.395
433.147,400.752,54.836
436.997,384.443,54.985
436.377,389.154,54.709
435.965,392.309,54.628
432.278,401.930,55.046
432.636,399.850,55.337
431.377,403.041,55.389
434.820,399.831,54.129
432.824,398.244,55.453
435.377,397.483,53.813
434.905,395.445,54.359
437.246,390.016,53.897
436.865,386.415,54.757
439.772,370.795,55.567
440.023,374.025,55.024
439.989,371.755,55.293
439.182,378.203,54.468
439.003,375.816,55.077
438.982,373.548,55.530
438.172,386.892,53.804
438.644,383.047,54.133
438.551,380.984,54.479
440.023,376.974,54.160
439.430,383.996,53.404
439.561,379.694,53.805
438.341,385.026,54.002
438.040,388.699,53.613
437.920,378.507,55.247
440.484,372.804,55.090
438.118,384.024,54.348
438.776,379.988,54.442
443.310,361.785,55.282
443.794,366.132,53.733
444.779,357.772,55.549
442.344,368.492,54.227
444.333,358.968,55.135
445.297,360.583,54.174
442.989,366.099,54.378
444.811,356.604,55.485
442.864,364.420,55.043
441.234,367.504,55.366
445.869,356.390,54.793
445.086,363.399,53.707
445.815,362.003,53.475
442.282,370.643,53.876
441.434,372.993,53.994
442.092,373.758,53.483
440.944,376.306,53.694
440.795,378.088,53.488
440.995,371.721,54.970
441.306,370.128,54.966
447.676,351.217,55.152
446.731,356.908,54.174
446.908,355.013,54.602
447.656,357.250,53.461
447.635,355.682,53.905
447.008,358.075,53.602
426.824,416.120,55.536
426.602,419.768,54.829
424.204,423.813,55.321
425.809,419.535,55.458
426.756,422.962,53.957
427.476,417.938,54.878
428.461,417.416,54.327
424.047,425.844,54.625
428.022,412.572,55.582
427.435,414.803,55.393
423.475,425.240,55.280
428.194,413.897,55.242
425.190,424.680,54.378
422.741,426.500,55.373
425.086,422.315,55.234
425.862,426.175,53.453
427.929,421.343,53.601
427.782,419.519,54.093
430.605,406.249,55.166
431.066,408.683,54.342
433.241,404.360,53.888
431.564,407.172,54.383
429.076,409.885,55.517
430.099,415.419,53.347
429.263,419.811,53.221
432.651,406.463,53.789
432.185,409.012,53.637
430.128,413.966,53.595
432.262,404.971,54.438
430.131,411.625,54.353
430.100,409.412,54.824
429.337,414.922,54.064
429.154,416.133,54.042
431.299,405.349,54.907
430.773,407.681,54.744
429.779,416.768,53.452
431.528,410.627,53.659
432.408,403.761,54.619
439.067,400.947,50.939
443.112,385.515,51.215
445.940,387.206,50.530
445.414,381.515,50.811
445.449,393.777,50.419
445.305,390.581,50.488
445.593,394.914,50.445
440.568,398.799,50.651
447.747,373.635,50.918
438.714,387.729,53.374
439.885,378.626,53.863
435.590,387.193,55.479
438.111,401.376,51.317
437.414,397.825,52.260
436.878,398.930,52.450
445.029,364.792,53.363
444.234,361.953,54.455
446.130,367.659,51.998
444.468,367.542,53.026
443.460,367.499,53.643
442.012,382.270,52.134
447.364,364.246,52.235
435.858,417.843,49.876
439.535,418.666,49.752
438.937,404.056,51.025
434.488,422.904,49.541
433.464,426.872,49.280
445.989,406.296,50.129
444.172,409.720,50.027
446.824,419.288,49.530
442.649,427.523,49.159
447.768,425.146,47.150
447.615,418.870,49.012
447.406,405.428,50.128
432.178,415.356,52.056
433.716,411.510,51.918
429.446,422.219,52.444
425.115,423.645,54.800
434.030,400.450,54.272
436.591,383.718,55.585
443.524,398.266,50.346
434.672,396.899,54.359
443.647,380.912,51.344
439.176,377.046,54.914
444.125,377.044,51.640
439.581,387.753,52.708
442.101,372.080,53.802
442.398,369.665,54.104
441.645,366.249,55.229
434.707,416.861,50.252
443.688,424.400,49.610
444.217,419.174,50.210
445.645,412.174,50.030
441.107,425.515,49.758
445.716,423.639,48.676
439.330,422.274,49.624
438.967,415.782,49.826
442.124,411.407,50.070
442.577,408.153,50.146
441.228,422.007,49.638
440.639,414.808,49.992
443.142,417.068,49.714
441.457,404.251,50.272
447.123,423.079,48.249
433.018,409.635,53.186
435.034,412.877,50.956
436.211,413.433,50.423
445.763,355.397,55.304
433.286,405.709,53.483
435.016,410.684,51.267
439.918,375.584,54.610
440.145,424.761,49.561
435.405,424.789,49.324
438.110,417.792,49.716
434.272,418.704,50.151
437.555,425.017,49.494
442.427,426.248,49.660
437.346,405.731,51.294
447.614,393.200,50.466
443.990,399.867,50.353
437.552,392.744,53.111
447.739,360.497,52.698
446.813,362.913,52.623
434.009,417.734,50.461
441.804,419.067,49.675
440.561,388.466,51.972
437.689,391.657,53.332
429.156,413.512,54.515
446.016,408.233,50.059
444.202,396.502,50.395
444.381,397.673,50.379
447.710,424.084,47.558
447.553,421.724,48.176
444.272,402.389,50.288
441.198,402.472,50.328
439.046,408.224,50.209
437.967,409.314,50.385
443.606,410.689,50.009
441.799,410.163,50.077
441.166,411.088,50.056
447.496,406.603,50.023
447.763,404.478,50.178
443.213,403.744,50.231
435.691,420.286,49.638
436.243,421.382,49.551
437.144,415.525,49.891
437.244,423.016,49.489
437.545,419.034,49.597
443.456,412.601,49.972
445.832,418.606,49.983
443.071,415.981,49.781
444.690,421.687,49.782
444.839,423.945,49.229
445.531,413.180,50.081
440.509,418.974,49.775
441.164,423.271,49.683
433.255,421.018,50.256
439.734,421.152,49.693
442.314,423.730,49.942
443.201,414.744,49.905
438.012,427.316,49.466
439.034,425.388,49.572
447.741,362.283,52.403
444.792,370.573,52.255
445.355,369.493,52.038
443.699,370.331,52.980
445.262,366.977,52.742
439.916,392.380,51.672
438.496,392.000,52.616
438.101,394.930,52.419
443.504,379.342,51.552
444.234,373.377,52.131
445.770,388.430,50.530
442.522,393.254,50.695
445.585,391.555,50.522
446.016,377.388,50.977
440.931,381.675,52.901
442.752,396.523,50.441
445.966,383.250,50.692
443.451,391.728,50.626
445.011,379.138,50.985
446.798,371.991,51.132
446.851,378.089,50.853
447.282,389.211,50.554
446.375,393.350,50.462
441.746,390.863,51.025
441.275,395.056,50.866
447.701,374.671,50.887
444.782,387.036,50.651
443.164,386.519,51.204
443.895,368.416,53.165
440.283,369.215,55.504
445.969,354.126,55.551
444.411,361.077,54.926
442.471,365.307,54.795
442.639,367.079,54.355
443.499,369.356,53.207
447.602,352.459,54.906
447.531,350.178,55.547
446.807,351.854,55.518
446.141,360.103,53.698
445.153,358.439,54.743
437.227,388.420,54.288
435.966,394.604,53.923
436.936,391.209,53.874
435.605,388.442,55.380
437.245,379.189,55.597
437.166,381.273,55.568
438.201,376.293,55.452
437.703,385.969,54.419
439.419,380.953,53.856
438.173,389.750,53.341
441.095,373.957,53.956
437.321,387.301,54.489
435.056,391.847,54.940
436.726,400.405,52.405
437.669,402.312,51.710
435.672,402.855,52.616
427.048,425.843,52.898
427.793,426.793,51.996
425.758,427.180,53.125
434.432,407.561,52.302
435.999,409.088,51.057
429.744,423.601,51.792
435.361,408.143,51.778
434.959,414.438,50.530
429.068,424.784,51.909
434.819,404.242,52.773
436.356,405.051,51.821
440.085,404.195,50.413
435.324,398.815,53.611
431.961,400.581,55.598
434.086,402.499,53.687
424.877,426.261,53.999
427.009,421.825,54.164
426.842,418.702,55.024
425.840,422.731,54.662
427.020,424.011,53.564
429.680,407.283,55.578
431.462,404.348,54.950
430.851,412.255,53.691
429.037,412.288,54.868
430.966,409.786,54.299
430.535,405.175,55.582
432.271,418.887,51.294
454.835,403.266,49.821
459.010,394.677,49.683
459.883,391.208,49.908
459.217,396.928,49.015
459.463,393.166,49.784
459.486,401.095,47.737
457.156,399.198,49.593
459.435,395.572,49.171
460.322,398.804,47.872
459.538,403.000,47.182
459.151,400.068,48.223
457.578,400.227,49.110
457.688,401.619,48.563
460.382,401.243,47.128
459.347,398.166,48.581
460.201,394.855,48.940
451.897,353.742,52.245
451.112,357.157,51.597
449.653,360.019,51.737
451.724,356.069,51.808
451.921,365.947,50.920
451.628,351.197,53.115
449.836,355.840,52.517
451.944,357.779,51.282
448.777,365.396,51.359
450.700,361.622,51.206
448.557,356.998,52.902
450.709,359.966,51.389
452.087,360.836,51.030
449.180,360.859,52.123
449.053,355.331,53.148
447.898,363.419,51.944
449.775,367.458,50.951
452.010,368.004,50.884
452.251,352.477,52.634
450.080,362.920,51.184
451.133,353.439,52.835
454.384,344.675,52.886
453.052,347.192,53.075
453.870,351.922,51.790
453.171,355.931,51.280
453.841,362.244,50.925
454.300,363.564,50.924
453.969,349.664,52.237
453.512,353.524,51.536
453.399,359.879,50.945
453.135,366.523,50.860
452.942,365.508,50.916
454.286,355.881,51.181
452.547,356.883,51.312
452.425,364.322,50.918
454.223,357.041,51.090
454.699,352.428,51.372
454.119,367.111,50.850
454.061,368.328,50.790
453.915,346.734,52.710
454.813,354.806,51.140
452.732,362.232,50.924
454.867,345.827,52.478
457.072,346.756,51.424
459.648,347.700,51.305
458.708,346.771,51.277
457.717,347.968,51.320
457.937,352.063,51.186
455.905,355.211,51.058
456.639,356.294,51.088
457.426,353.207,51.157
459.291,360.538,50.911
460.295,359.644,50.925
460.311,350.582,51.256
456.104,363.579,50.939
457.402,360.405,51.006
455.297,361.451,50.988
455.914,368.001,50.804
457.467,354.453,51.195
460.288,355.326,51.132
457.339,364.106,50.903
456.302,361.019,50.994
457.832,368.464,50.683
460.038,348.787,51.271
457.912,356.127,51.134
456.518,358.338,51.078
456.375,364.832,50.896
457.410,361.653,50.959
456.328,352.495,51.168
458.516,353.438,51.218
459.528,353.546,51.208
459.525,363.193,50.866
460.321,358.297,50.957
459.032,361.586,50.896
458.543,364.671,50.806
458.991,349.037,51.273
455.349,359.826,50.972
455.821,356.939,51.116
456.977,351.521,51.171
454.965,366.222,50.843
459.787,365.029,50.767
457.022,350.376,51.214
456.077,347.343,51.551
459.414,352.502,51.236
449.321,369.120,50.946
449.068,370.880,50.934
449.015,375.136,50.781
451.738,371.240,50.848
449.856,373.802,50.856
450.576,381.200,50.612
451.531,376.443,50.805
448.365,382.661,50.615
449.006,380.770,50.670
450.488,382.451,50.606
449.636,394.401,50.481
449.449,398.808,50.423
449.520,376.910,50.788
451.706,383.142,50.548
450.395,378.981,50.770
451.878,381.203,50.604
451.372,391.333,50.528
451.312,399.332,50.248
451.074,385.261,50.526
450.395,393.281,50.475
449.846,391.213,50.506
451.072,401.716,50.312
451.851,373.955,50.811
448.774,393.492,50.483
450.107,401.360,50.119
449.491,387.534,50.529
448.598,388.436,50.543
448.049,386.348,50.568
449.980,403.034,50.244
448.770,401.169,50.327
448.870,399.706,50.355
450.304,399.560,50.386
452.055,401.226,50.385
452.246,397.497,50.443
450.221,392.171,50.484
450.966,374.951,50.894
452.081,387.183,50.517
449.604,383.047,50.601
448.712,396.416,50.358
448.615,392.349,50.482
449.184,379.143,50.724
448.466,376.941,50.811
452.184,390.467,50.558
452.093,379.740,50.622
452.166,377.754,50.743
453.449,371.020,50.779
453.404,374.564,50.727
454.291,377.872,50.707
454.090,381.440,50.584
452.798,384.680,50.553
452.873,393.986,50.454
454.565,376.902,50.727
454.369,380.475,50.607
453.624,400.875,50.737
454.297,385.327,50.556
453.745,383.015,50.535
454.523,391.420,50.420
452.983,389.150,50.530
453.300,398.944,50.622
453.445,378.830,50.656
453.618,402.351,50.621
453.234,390.207,50.544
454.896,394.053,50.494
452.357,403.376,50.758
454.139,396.190,50.579
454.777,398.702,50.755
453.331,391.821,50.516
453.310,387.658,50.563
454.929,383.716,50.585
453.299,373.533,50.758
454.095,372.205,50.754
452.549,375.156,50.782
459.142,371.300,50.621
460.361,372.920,50.577
459.437,372.495,50.616
455.795,374.432,50.668
457.896,375.401,50.590
455.848,376.993,50.623
460.168,371.762,50.647
456.444,368.852,50.702
459.995,370.736,50.648
457.079,382.648,50.551
456.577,387.023,50.467
460.317,388.794,50.474
456.942,390.864,50.789
458.084,393.376,50.645
456.836,381.168,50.622
458.162,382.202,50.480
459.239,387.915,51.019
456.425,385.187,50.510
458.034,386.875,50.466
455.303,390.640,50.518
458.150,378.948,50.597
458.780,379.999,50.542
455.851,381.424,50.613
456.969,394.730,50.706
459.740,382.853,50.491
459.171,392.151,50.285
455.091,401.168,50.587
459.859,378.692,50.487
457.669,390.034,50.998
456.734,393.410,50.887
456.314,398.687,50.285
457.259,392.420,50.930
459.105,386.043,50.726
457.619,384.845,50.485
459.492,390.248,50.480
458.259,388.753,50.928
460.392,387.215,50.585
456.075,395.498,50.966
455.485,392.752,50.551
458.690,385.105,50.503
456.526,384.047,50.542
455.731,382.939,50.598
457.903,377.662,50.604
457.464,388.101,50.461
457.406,371.668,50.623
455.589,385.985,50.558
455.372,371.082,50.696
456.756,375.019,50.630
455.451,372.815,50.638
455.884,369.794,50.708
451.531,423.360,45.620
449.671,423.457,46.705
448.820,425.812,46.298
452.246,418.847,46.686
450.926,421.030,46.663
450.834,421.990,46.344
448.526,426.838,46.237
454.772,417.655,45.841
453.976,415.421,46.662
452.622,421.012,45.901
454.729,419.456,45.328
453.438,420.311,45.642
453.782,418.870,45.998
459.872,404.121,46.845
455.003,413.559,46.833
459.623,407.169,46.104
457.237,412.322,45.894
459.663,405.387,46.533
458.149,413.079,45.270
459.196,410.312,45.432
458.481,408.490,46.396
458.207,411.636,45.564
457.412,414.592,45.145
454.076,405.494,49.582
456.045,406.556,48.176
453.801,406.530,49.388
451.783,408.352,49.866
452.048,406.405,50.402
456.024,407.723,47.941
449.505,404.955,50.233
448.951,416.432,49.018
450.113,418.796,47.804
452.870,414.051,47.699
457.333,404.981,47.868
448.904,406.651,50.196
452.169,411.134,49.039
448.742,420.976,47.756
455.586,404.150,49.275
452.802,407.081,49.819
453.763,408.681,48.750
457.602,403.966,48.049
458.501,404.853,47.350
454.657,411.352,47.583
453.084,415.708,47.202
449.326,417.819,48.368
449.996,420.885,47.108
456.306,405.440,48.385
450.127,408.058,50.622
455.169,410.063,47.692
454.407,412.697,47.460
451.235,418.983,47.017
450.326,410.266,50.302
450.866,417.578,47.639
449.694,421.925,46.902
450.018,412.818,49.687
450.440,419.772,47.248
448.877,410.154,50.543
451.973,409.841,49.385
451.380,404.634,50.566
450.377,416.831,48.188
453.883,413.685,47.355
453.013,412.712,48.127
450.238,411.755,49.863
450.387,409.018,50.497
457.905,406.228,47.310
452.721,345.122,53.576
450.100,345.074,55.246
450.597,348.083,54.224
451.385,346.723,54.086
451.366,349.792,53.414
448.869,348.549,55.237
449.424,349.558,54.639
449.509,351.795,54.031
449.381,345.699,55.563
449.468,353.691,53.709
448.981,350.653,54.664
448.864,347.353,55.545
451.759,345.279,54.118
455.273,364.154,50.867
458.414,359.775,51.005
460.529,369.568,50.693
459.604,356.220,51.114
450.448,370.582,50.871
451.487,369.833,50.892
459.695,377.199,50.543
450.647,388.254,50.515
455.932,391.467,50.485
451.299,362.852,50.988
452.579,376.791,50.735
458.771,391.057,50.568
455.317,378.038,50.633
456.791,396.315,50.658
450.028,386.231,50.538
448.545,384.701,50.614
452.363,388.213,50.528
455.271,388.510,50.539
452.139,402.354,50.497
458.802,402.493,47.748
455.997,394.446,51.005
447.873,395.156,50.457
449.760,347.747,54.983
458.835,345.033,51.341
452.696,346.296,53.385
455.448,351.295,51.330
452.683,354.770,51.628
448.755,359.984,52.383
450.731,346.038,54.586
455.888,346.095,51.955
460.056,346.682,51.307
456.984,348.829,51.308
460.416,384.575,51.287
449.275,363.290,51.707
448.845,422.295,47.356
448.599,424.511,46.965
456.817,415.761,45.259
460.349,408.637,45.296
458.727,407.337,46.611
458.731,403.818,47.496
456.219,412.996,46.262
452.497,417.538,46.914
456.481,404.214,48.672
455.009,407.960,48.332
448.783,391.038,50.521
452.759,404.431,50.446
449.809,389.741,50.485
450.849,367.426,50.927
448.517,405.661,50.009
457.486,397.087,49.762
456.557,372.572,50.651
453.339,350.799,52.252
453.879,345.538,53.059
453.635,354.519,51.336
452.136,424.408,45.170
456.102,416.768,45.391
453.230,386.089,50.561
454.470,392.456,50.465
456.321,378.067,50.646
455.080,404.997,49.065
454.035,409.859,48.289
453.635,411.060,48.142
452.490,359.100,51.102
453.444,369.988,50.822
454.481,399.793,50.820
452.022,400.064,50.359
458.264,360.921,51.002
452.515,349.466,52.968
449.791,346.642,55.194
450.720,424.009,45.869
454.878,382.098,50.609
460.093,393.890,49.272
458.161,395.142,50.050
452.481,396.115,50.379
456.585,397.663,50.283
459.917,392.174,49.610
460.058,396.368,48.605
458.354,400.645,48.515
456.717,400.961,49.454
460.412,399.934,47.469
450.907,400.609,50.326
448.225,402.117,50.251
449.605,400.473,50.340
454.629,402.087,50.309
450.537,426.722,45.327
451.815,422.153,45.799
449.729,424.516,46.226
454.547,416.419,46.428
453.536,421.669,45.178
459.338,408.170,45.959
458.330,409.533,46.129
455.390,412.448,46.831
460.441,406.446,45.884
453.742,404.303,50.057
456.578,410.169,46.873
453.855,407.535,49.063
448.034,423.057,47.587
449.594,420.044,47.710
451.855,412.383,48.814
450.203,413.875,49.251
449.093,412.882,50.076
456.866,406.920,47.695
451.272,410.875,49.505
453.793,412.093,47.973
450.385,404.069,50.241
451.296,409.332,49.920
449.552,411.207,50.386
451.831,416.929,47.495
455.130,418.523,45.442
452.724,423.588,45.188
453.164,409.465,48.919
454.820,353.763,51.236
459.055,357.252,51.103
457.019,357.231,51.125
456.677,345.194,51.628
455.777,353.397,51.190
457.858,350.984,51.214
450.978,358.791,51.444
449.382,364.519,51.187
453.042,367.567,50.910
453.021,368.632,50.866
456.353,362.357,50.996
460.058,366.792,50.723
460.378,362.151,50.885
457.362,367.297,50.755
455.038,357.955,51.013
455.289,362.740,50.951
459.011,366.108,50.752
458.438,362.550,50.918
458.254,358.488,51.024
460.367,361.055,50.889
456.293,359.434,51.033
448.217,370.014,51.082
451.408,368.825,50.858
454.623,370.163,50.739
457.073,369.631,50.653
459.048,370.013,50.614
453.469,364.372,50.945
451.282,365.151,50.919
456.814,370.851,50.671
452.425,350.572,52.812
451.261,354.669,52.256
452.773,353.198,52.149
450.281,356.742,52.071
447.968,365.020,51.923
448.260,361.424,52.085
447.938,359.431,52.741
450.265,375.721,50.854
450.563,377.085,50.777
447.994,375.855,50.840
450.939,373.144,50.862
448.399,389.527,50.522
451.383,386.387,50.569
451.391,393.434,50.535
451.105,390.224,50.520
451.872,389.328,50.544
451.022,380.145,50.644
451.821,384.155,50.531
453.187,377.749,50.659
452.639,382.454,50.588
454.160,388.704,50.535
453.216,380.188,50.651
453.175,393.021,50.511
453.895,393.879,50.475
458.308,376.428,50.575
460.012,379.848,50.563
455.414,375.937,50.655
460.182,381.698,50.474
459.424,389.250,50.690
457.557,380.452,50.564
455.343,384.875,50.534
457.987,391.377,51.154
455.141,395.146,50.801
455.477,397.675,50.803
457.075,378.752,50.579
459.616,386.947,51.179
458.929,375.108,50.614
451.362,378.699,50.708
448.227,379.832,50.701
448.174,387.360,50.583
459.684,385.171,50.760
448.581,383.675,50.596
451.117,397.267,50.463
458.827,378.087,50.606
448.877,395.229,50.418
450.320,349.648,53.984
450.043,352.873,53.595
448.339,349.500,55.293
448.286,354.912,53.856
453.156,344.210,53.585
449.899,350.568,54.162
451.886,398.470,50.408
453.211,397.823,50.463
453.039,400.088,50.481
451.075,348.941,53.875
450.992,366.416,50.903
449.784,343.991,55.702
434.539,390.327,55.699
443.231,359.259,55.690
434.466,391.408,55.637
431.449,401.968,55.700
428.104,411.283,55.728
456.627,419.584,44.518
458.244,344.126,51.372
460.053,336.983,51.571
458.859,330.102,52.708
455.834,339.424,52.699
460.528,331.356,51.803
456.218,327.694,55.184
454.783,336.217,53.949
441.063,409.460,50.082
444.413,398.921,50.339
445.504,404.429,50.183
443.059,399.159,50.288
441.770,407.476,50.117
445.562,416.462,50.140
438.072,416.276,49.728
447.574,367.995,51.551
438.998,395.090,51.705
443.067,375.615,52.349
441.938,383.464,52.001
442.181,385.711,51.593
440.654,396.278,50.907
436.671,396.894,52.936
446.574,376.516,50.952
446.888,379.646,50.766
446.424,384.963,50.598
438.029,397.058,51.941
444.241,360.046,55.010
446.132,358.998,54.088
445.571,357.310,55.082
442.135,367.825,54.982
441.625,369.207,54.741
435.386,396.458,53.765
438.682,386.043,53.590
438.456,382.073,54.435
438.394,379.462,55.336
441.570,371.046,54.467
428.612,421.896,53.035
430.907,414.510,53.162
431.872,406.053,54.473
429.332,417.722,53.762
424.301,424.766,54.955
432.097,412.378,52.804
435.872,407.224,51.680
427.331,413.657,55.709
430.558,410.726,54.243
431.961,407.980,53.913
437.975,398.654,52.155
427.147,417.020,55.123
460.353,390.186,49.958
455.490,399.302,50.347
452.844,419.610,46.243
456.501,412.046,46.515
452.216,414.802,47.949
447.904,416.081,49.591
450.622,423.098,46.308
457.837,407.248,47.130
455.648,402.014,49.937
460.390,407.573,45.581
449.830,407.039,50.268
448.448,417.551,48.955
454.586,408.997,48.242
457.016,405.936,47.808
453.475,414.814,47.439
448.764,404.209,50.141
457.403,409.609,46.631
455.292,356.051,51.006
460.099,357.156,51.058
459.499,349.904,51.277
459.576,345.786,51.347
451.652,359.665,51.143
452.271,363.288,50.905
451.739,361.814,51.011
455.171,367.245,50.799
458.254,369.377,50.644
450.122,360.918,51.676
452.501,370.569,50.857
448.449,364.239,51.523
454.305,347.655,52.586
455.149,347.999,52.036
448.559,362.558,51.877
448.571,378.036,50.778
452.382,378.749,50.698
459.461,380.792,50.540
449.899,380.161,50.679
449.732,388.740,50.513
452.750,383.618,50.550
452.396,391.462,50.542
460.557,383.619,50.747
460.205,386.100,50.996
457.358,389.135,50.610
458.677,389.881,50.931
450.464,347.086,54.481
451.101,406.542,50.693
440.321,443.966,44.954
438.486,445.986,45.061
439.258,444.996,45.072
441.425,442.553,44.857
444.737,443.251,45.084
442.355,442.213,45.078
447.310,473.813,44.914
447.458,474.666,44.404
446.831,443.220,45.058
447.404,444.235,45.057
447.223,446.162,45.077
447.779,479.517,42.214
447.659,480.631,42.085
444.715,479.684,43.568
445.549,480.453,43.101
446.032,478.154,43.577
447.768,476.269,43.597
446.921,477.404,43.456
446.941,479.286,42.778
445.912,476.396,44.396
443.637,477.363,45.074
444.369,478.118,44.345
442.851,478.464,45.025
443.565,479.260,44.255
441.299,480.177,45.000
442.164,480.439,44.551
445.550,477.334,44.152
445.132,478.559,43.848
446.875,476.072,44.116
445.152,475.757,45.089
460.064,473.710,41.100
460.621,474.622,41.102
459.150,474.357,41.105
454.808,472.521,42.250
460.562,468.534,41.928
458.369,469.294,42.318
460.008,469.991,41.646
458.915,470.331,41.887
457.542,470.436,42.267
460.596,471.030,41.336
459.488,471.367,41.444
455.926,472.190,42.214
460.093,472.414,41.165
458.621,472.522,41.345
456.803,472.939,41.627
459.810,467.983,42.430
456.454,471.154,42.427
452.071,475.103,42.156
454.566,474.166,41.798
453.446,474.542,41.934
455.674,473.296,41.753
457.822,473.681,41.367
457.758,474.770,41.253
455.598,475.097,41.405
454.439,475.141,41.593
449.572,442.146,45.039
449.578,443.254,45.072
450.258,444.901,45.085
